i,c,d,h,t,s,qtd_p,e
2216,1210,2020-05-17,12:38,147.15,DEVOLUÇÃO,4,Paraná
2217,1211,2020-10-23,10:25,252.09,DEVOLUÇÃO,7,Minas Gerais
2218,1212,2020-09-25,12:12,91.58,COMPRA,4,Pernambuco
2219,1213,2020-07-19,11:10,163.49,DEVOLUÇÃO,7,Goiás
2220,1214,2020-11-02,01:22,258.37,COMPRA,4,Maranhão
2221,1215,2021-03-23,23:47,170.11,CANCELADO,7,Maranhão
2222,1216,2020-03-25,09:15,53.85,DEVOLUÇÃO,4,Minas Gerais
2223,1217,2021-02-27,12:47,85.26,DEVOLUÇÃO,6,Pernambuco
2224,1218,2021-02-14,22:56,253.24,DEVOLUÇÃO,6,Santa Catarina
2225,1219,2021-03-24,10:42,221.85,COMPRA,5,Paraná
2226,1220,2020-08-04,19:26,108.22,DEVOLUÇÃO,5,Paraná
2227,1221,2020-09-04,00:32,145.32,DEVOLUÇÃO,2,Maranhão
2228,1222,2020-06-09,23:51,70.44,CANCELADO,5,Rio de Janeiro
2229,1223,2021-01-13,14:48,103.59,CANCELADO,4,Minas Gerais
2230,1224,2020-06-22,16:53,132.89,DEVOLUÇÃO,5,Maranhão
2231,1225,2020-03-16,17:04,268.34,CANCELADO,2,Maranhão
2232,1226,2020-09-03,23:21,45.11,COMPRA,1,Paraíba
2233,1227,2020-12-12,23:44,247.26,DEVOLUÇÃO,1,Rio Grande do Sul
2234,1228,2021-01-17,14:21,123.68,CANCELADO,2,Bahia
2235,1229,2021-03-25,05:32,42.73,CANCELADO,5,Ceará
2236,1230,2020-06-01,20:11,118.52,CANCELADO,2,Minas Gerais
2237,1231,2020-09-17,13:33,237.72,COMPRA,2,Bahia
2238,1232,2020-09-19,22:19,167.43,DEVOLUÇÃO,2,Pará
2239,1233,2020-07-16,00:48,116.95,CANCELADO,7,Ceará
2240,1234,2020-11-16,19:06,128.71,CANCELADO,4,Maranhão
2241,1235,2021-01-27,00:24,82.36,CANCELADO,6,Minas Gerais
2242,1236,2020-03-30,07:19,123.03,CANCELADO,6,Pará
2243,1237,2020-07-29,15:36,107.57,CANCELADO,4,Rio Grande do Sul
2244,1238,2021-02-22,00:20,118.70,COMPRA,5,Ceará
2245,1239,2021-01-31,20:08,50.64,DEVOLUÇÃO,3,Goiás
2246,1240,2021-03-13,16:10,196.37,COMPRA,6,São Paulo
2247,1241,2020-05-09,09:50,158.13,DEVOLUÇÃO,6,Goiás
2248,1242,2021-01-21,23:08,129.51,CANCELADO,5,Pernambuco
2249,1243,2020-06-13,22:52,98.12,CANCELADO,6,Paraíba
2250,1244,2021-01-02,03:55,214.11,CANCELADO,3,Paraíba
2251,1245,2021-01-05,22:56,238.63,COMPRA,1,Paraná
2252,1246,2020-06-05,04:57,247.94,COMPRA,7,Santa Catarina
2253,1247,2020-07-27,11:21,251.05,COMPRA,2,Goiás
2254,1248,2020-10-13,01:43,121.25,DEVOLUÇÃO,3,Pará
2255,1249,2020-07-25,12:20,265.88,CANCELADO,5,Rio Grande do Sul
2256,1250,2021-02-28,12:18,80.97,CANCELADO,3,Maranhão
2257,1251,2020-07-29,02:24,31.35,DEVOLUÇÃO,5,Ceará
2258,1252,2021-01-15,14:05,121.57,COMPRA,4,Minas Gerais
2259,1253,2020-05-23,06:25,257.65,COMPRA,5,Rio de Janeiro
2260,1254,2020-05-21,20:33,171.66,DEVOLUÇÃO,7,Goiás
2261,1255,2020-07-28,01:25,112.18,COMPRA,4,Pará
2262,1256,2020-12-17,10:42,106.97,CANCELADO,2,Paraíba
2263,1257,2020-04-17,15:11,88.10,CANCELADO,5,Bahia
2264,1258,2020-08-18,18:39,258.67,COMPRA,4,Paraíba
2265,1259,2020-10-07,14:28,204.26,COMPRA,4,Maranhão
2266,1260,2020-08-03,23:02,54.05,COMPRA,6,Goiás
2267,1261,2020-06-23,12:04,47.02,CANCELADO,4,São Paulo
2268,1262,2021-01-05,06:29,144.34,COMPRA,7,Paraná
2269,1263,2020-09-24,05:07,88.21,DEVOLUÇÃO,4,Rio Grande do Sul
2270,1264,2021-03-02,16:03,186.89,COMPRA,2,São Paulo
2271,1265,2021-01-22,17:55,55.68,CANCELADO,6,Rio Grande do Sul
2272,1266,2020-05-27,15:48,115.62,DEVOLUÇÃO,3,Goiás
2273,1267,2020-04-29,15:56,235.33,COMPRA,6,Rio Grande do Sul
2274,1268,2020-09-09,06:28,247.34,COMPRA,1,Pernambuco
2275,1269,2020-09-30,23:58,246.16,COMPRA,3,Maranhão
2276,1270,2020-07-20,20:55,207.58,DEVOLUÇÃO,5,Paraná
2277,1271,2021-02-13,05:23,72.28,DEVOLUÇÃO,4,Minas Gerais
2278,1272,2021-01-04,05:14,258.59,CANCELADO,7,Paraná
2279,1273,2020-06-17,01:08,62.62,CANCELADO,2,Pará
2280,1274,2020-11-22,11:52,22.61,DEVOLUÇÃO,4,Minas Gerais
2281,1275,2020-09-27,07:55,154.97,DEVOLUÇÃO,3,Pernambuco
2282,1276,2020-11-29,12:06,169.96,COMPRA,1,Rio de Janeiro
2283,1277,2020-05-01,20:50,117.02,COMPRA,5,Bahia
2284,1278,2020-11-22,23:51,130.67,DEVOLUÇÃO,2,Minas Gerais
2285,1279,2021-03-20,08:52,80.58,CANCELADO,2,Goiás
2286,1280,2020-08-17,09:38,217.50,COMPRA,6,Maranhão
2287,1281,2020-05-26,07:13,91.67,DEVOLUÇÃO,1,Ceará
2288,1282,2020-10-28,17:29,54.50,DEVOLUÇÃO,3,Bahia
2289,1283,2020-04-30,15:13,179.22,COMPRA,7,Maranhão
2290,1284,2020-11-24,14:57,56.43,COMPRA,3,Rio de Janeiro
2291,1285,2021-02-03,16:50,228.80,DEVOLUÇÃO,2,Paraná
2292,1286,2021-01-20,02:32,196.94,CANCELADO,4,Rio Grande do Sul
2293,1287,2020-09-27,13:20,201.01,CANCELADO,6,Bahia
2294,1288,2021-03-07,00:06,208.95,DEVOLUÇÃO,4,Pará
2295,1289,2020-04-28,11:02,40.82,COMPRA,1,Paraná
2296,1290,2020-04-29,11:31,22.32,DEVOLUÇÃO,6,Rio Grande do Sul
2297,1291,2020-06-15,10:47,59.48,COMPRA,3,São Paulo
2298,1292,2021-03-18,21:37,104.70,COMPRA,4,Goiás
2299,1293,2020-04-24,17:05,209.39,DEVOLUÇÃO,3,São Paulo
2300,1294,2020-05-04,18:46,226.71,COMPRA,6,Ceará
2301,1295,2021-02-16,10:39,237.22,DEVOLUÇÃO,2,São Paulo
2302,1296,2020-12-11,04:57,182.56,COMPRA,5,Pará
2303,1297,2021-03-29,01:46,36.17,CANCELADO,2,Bahia
2304,1298,2020-03-24,21:23,229.61,DEVOLUÇÃO,6,Paraná
2305,1299,2020-04-09,19:13,74.55,CANCELADO,6,Pernambuco
2306,1300,2020-12-29,02:01,248.28,CANCELADO,6,Minas Gerais
2307,1301,2021-02-12,19:34,143.58,CANCELADO,7,Goiás
2308,1302,2020-08-03,17:05,102.26,CANCELADO,6,Bahia
2309,1303,2020-03-12,04:39,73.36,COMPRA,3,São Paulo
2310,1304,2021-01-02,23:09,180.89,COMPRA,4,Maranhão
2311,1305,2020-05-11,15:13,34.02,COMPRA,3,Pará
2312,1306,2021-02-23,04:30,209.92,CANCELADO,2,Rio de Janeiro
2313,1307,2020-08-13,06:42,145.79,COMPRA,3,Goiás
2314,1308,2020-06-06,03:23,187.69,DEVOLUÇÃO,2,Maranhão
2315,1309,2020-08-31,05:48,163.05,CANCELADO,2,Ceará
2316,1310,2021-03-17,08:07,122.78,CANCELADO,5,Paraíba
2317,1311,2020-08-03,03:21,26.81,COMPRA,1,Paraná
2318,1312,2020-09-08,17:02,203.04,DEVOLUÇÃO,6,Pará
2319,1313,2021-03-16,20:32,190.51,DEVOLUÇÃO,6,Pará
2320,1314,2020-07-16,18:05,212.62,DEVOLUÇÃO,3,Minas Gerais
2321,1315,2021-01-12,16:36,249.53,DEVOLUÇÃO,4,Maranhão
2322,1316,2021-03-12,01:27,190.16,COMPRA,5,Rio de Janeiro
2323,1317,2020-12-23,18:27,33.85,CANCELADO,6,Minas Gerais
2324,1318,2020-10-16,22:05,42.25,CANCELADO,4,Paraíba
2325,1319,2020-05-03,01:54,83.68,COMPRA,7,Bahia
2326,1320,2020-08-27,02:13,133.16,CANCELADO,7,Bahia
2327,1321,2020-10-21,03:43,254.29,CANCELADO,5,Pará
2328,1322,2020-08-30,23:52,133.88,CANCELADO,6,Minas Gerais
2329,1323,2020-04-02,19:29,58.17,CANCELADO,2,Santa Catarina
2330,1324,2020-09-11,07:10,165.31,CANCELADO,3,Rio de Janeiro
2331,1325,2020-11-17,04:16,183.21,CANCELADO,4,Pernambuco
2332,1326,2020-10-14,15:45,225.87,COMPRA,4,Minas Gerais
2333,1327,2020-11-17,19:34,27.64,DEVOLUÇÃO,3,Goiás
2334,1328,2020-07-13,20:43,262.44,COMPRA,3,Ceará
2335,1329,2021-03-01,07:55,183.75,DEVOLUÇÃO,6,Pará
2336,1330,2020-10-15,07:04,253.61,COMPRA,6,Rio Grande do Sul
2337,1331,2021-02-01,20:44,85.87,CANCELADO,6,Pará
2338,1332,2020-05-13,18:54,108.16,COMPRA,4,Rio Grande do Sul
2339,1333,2020-03-26,05:15,216.75,CANCELADO,1,Ceará
2340,1334,2020-09-06,04:29,72.33,CANCELADO,4,Paraná
2341,1335,2020-07-21,03:43,215.32,DEVOLUÇÃO,5,Pernambuco
2342,1336,2021-03-20,10:16,40.57,CANCELADO,5,Ceará
2343,1337,2020-12-20,20:45,40.15,CANCELADO,6,Paraíba
2344,1338,2020-07-06,18:25,90.74,CANCELADO,2,Pará
2345,1339,2020-06-06,06:07,25.81,CANCELADO,4,São Paulo
2346,1340,2020-03-26,02:52,63.27,COMPRA,5,Goiás
2347,1341,2020-05-09,13:28,155.02,CANCELADO,6,Minas Gerais
2348,1342,2020-04-09,08:31,22.20,COMPRA,7,Ceará
2349,1343,2020-12-22,21:14,49.31,CANCELADO,3,Rio de Janeiro
2350,1344,2020-07-21,03:16,42.48,COMPRA,4,Pernambuco
2351,1345,2020-06-07,19:32,43.90,COMPRA,4,Paraná
2352,1346,2021-02-28,14:05,224.11,DEVOLUÇÃO,6,Pernambuco
2353,1347,2020-12-16,20:26,244.18,CANCELADO,7,Rio Grande do Sul
2354,1348,2020-11-10,15:11,267.84,DEVOLUÇÃO,4,São Paulo
2355,1349,2020-03-18,19:48,156.36,COMPRA,6,Rio Grande do Sul
2356,1350,2020-04-01,16:32,91.49,CANCELADO,1,Pernambuco
2357,1351,2020-10-22,15:51,75.79,DEVOLUÇÃO,7,Rio Grande do Sul
2358,1352,2020-04-30,18:25,211.86,COMPRA,2,Paraíba
2359,1353,2020-12-20,23:52,53.80,DEVOLUÇÃO,3,Maranhão
2360,1354,2021-03-27,01:46,260.77,DEVOLUÇÃO,3,Ceará
2361,1355,2020-07-19,00:26,233.37,COMPRA,3,Santa Catarina
2362,1356,2021-01-19,08:13,225.66,CANCELADO,4,São Paulo
2363,1357,2020-04-25,15:39,205.77,CANCELADO,5,Pernambuco
2364,1358,2020-08-02,03:49,97.40,DEVOLUÇÃO,6,Pará
2365,1359,2020-08-29,20:15,129.07,CANCELADO,4,Rio de Janeiro
2366,1360,2020-04-19,07:44,167.62,CANCELADO,6,Rio de Janeiro
2367,1361,2020-09-22,02:03,250.83,DEVOLUÇÃO,7,Rio de Janeiro
2368,1362,2020-05-16,11:31,118.35,DEVOLUÇÃO,1,Paraíba
2369,1363,2020-07-24,12:22,223.04,DEVOLUÇÃO,5,Rio de Janeiro
2370,1364,2021-01-18,20:54,159.25,CANCELADO,5,Paraná
2371,1365,2021-03-19,02:06,261.96,DEVOLUÇÃO,2,Rio de Janeiro
2372,1366,2020-03-17,09:03,237.44,CANCELADO,2,Bahia
2373,1367,2020-03-26,01:45,64.18,DEVOLUÇÃO,5,Rio Grande do Sul
2374,1368,2020-06-01,04:23,159.84,COMPRA,5,Pernambuco
2375,1369,2020-11-25,00:41,46.24,CANCELADO,7,Goiás
2376,1370,2020-09-13,06:55,38.30,COMPRA,7,Paraná
2377,1371,2020-09-07,11:21,103.18,DEVOLUÇÃO,6,Santa Catarina
2378,1372,2020-10-05,22:48,244.06,COMPRA,7,Pará
2379,1373,2020-04-18,20:31,263.61,COMPRA,5,Paraíba
2380,1374,2021-02-14,16:17,97.63,CANCELADO,1,Paraíba
2381,1375,2020-06-23,09:50,68.74,CANCELADO,1,Paraíba
2382,1376,2020-10-27,09:17,36.41,COMPRA,4,São Paulo
2383,1377,2021-03-02,22:33,222.17,CANCELADO,3,Paraná
2384,1378,2020-07-29,09:22,213.69,DEVOLUÇÃO,6,Maranhão
2385,1379,2021-01-13,03:00,234.00,COMPRA,2,Rio Grande do Sul
2386,1380,2021-03-14,06:48,211.35,CANCELADO,5,Ceará
2387,1381,2020-11-22,23:11,155.70,DEVOLUÇÃO,2,Goiás
2388,1382,2020-03-19,13:15,155.02,DEVOLUÇÃO,2,Santa Catarina
2389,1383,2020-09-17,08:38,44.56,COMPRA,3,Pernambuco
2390,1384,2020-04-17,23:16,167.78,COMPRA,1,Minas Gerais
2391,1385,2020-09-28,14:24,239.19,DEVOLUÇÃO,6,Paraíba
2392,1386,2020-05-30,23:45,72.80,CANCELADO,1,Goiás
2393,1387,2020-09-18,16:46,101.43,CANCELADO,3,Goiás
2394,1388,2020-09-23,11:24,235.80,CANCELADO,3,Paraná
2395,1389,2020-05-07,00:14,251.98,DEVOLUÇÃO,4,São Paulo
2396,1390,2020-10-27,18:59,211.26,CANCELADO,2,São Paulo
2397,1391,2021-03-06,11:28,267.87,DEVOLUÇÃO,6,Goiás
2398,1392,2020-06-10,23:39,80.70,COMPRA,4,Pernambuco
2399,1393,2021-02-14,13:04,228.02,COMPRA,6,Minas Gerais
2400,1394,2020-07-24,21:43,233.63,COMPRA,4,Ceará
2401,1395,2020-08-01,19:21,59.32,CANCELADO,5,Pará
2402,1396,2020-04-29,02:06,91.52,DEVOLUÇÃO,3,Minas Gerais
2403,1397,2020-05-12,01:03,160.73,CANCELADO,6,Pará
2404,1398,2020-12-16,16:09,193.60,COMPRA,7,Rio de Janeiro
2405,1399,2021-02-25,02:59,265.73,CANCELADO,5,Santa Catarina
2406,1400,2020-07-08,20:30,206.62,DEVOLUÇÃO,4,Bahia
2407,1401,2020-09-20,23:01,53.20,CANCELADO,6,Bahia
2408,1402,2020-10-16,06:21,97.29,COMPRA,6,Pará
2409,1403,2020-10-17,20:30,194.78,DEVOLUÇÃO,5,Rio Grande do Sul
2410,1404,2020-05-03,14:15,213.11,CANCELADO,7,Pernambuco
2411,1405,2020-07-09,14:37,71.35,CANCELADO,2,Bahia
2412,1406,2020-06-01,02:27,144.46,CANCELADO,2,Goiás
2413,1407,2020-05-02,16:59,264.35,CANCELADO,6,Rio Grande do Sul
2414,1408,2020-08-07,10:08,195.34,CANCELADO,2,Paraíba
2415,1409,2020-08-09,12:04,26.74,COMPRA,1,Paraná
2416,1410,2020-12-06,20:44,62.19,CANCELADO,3,Pará
2417,1411,2020-09-10,19:15,45.19,COMPRA,4,Paraná
2418,1412,2020-08-13,21:49,256.19,COMPRA,7,São Paulo
2419,1413,2020-07-10,23:51,105.36,COMPRA,3,Minas Gerais
2420,1414,2020-06-28,14:45,160.41,COMPRA,7,Rio de Janeiro
2421,1415,2020-08-19,20:10,165.07,COMPRA,3,Minas Gerais
2422,1416,2020-05-06,00:19,151.62,DEVOLUÇÃO,3,Santa Catarina
2423,1417,2020-06-11,14:06,35.18,COMPRA,2,Santa Catarina
2424,1418,2021-01-22,08:22,206.65,DEVOLUÇÃO,5,Pará
2425,1419,2021-01-31,18:16,263.21,COMPRA,3,Rio Grande do Sul
2426,1420,2020-03-30,12:10,130.25,COMPRA,6,Pernambuco
2427,1421,2021-02-27,04:49,259.62,DEVOLUÇÃO,3,Maranhão
2428,1422,2020-08-01,22:18,236.06,COMPRA,5,Pernambuco
2429,1423,2021-01-19,09:12,244.58,DEVOLUÇÃO,5,Paraná
2430,1424,2020-07-24,16:10,115.24,DEVOLUÇÃO,2,Paraíba
2431,1425,2021-01-02,20:22,191.57,DEVOLUÇÃO,2,Bahia
2432,1426,2021-01-17,03:34,186.11,DEVOLUÇÃO,1,Rio de Janeiro
2433,1427,2020-04-28,01:34,39.36,COMPRA,7,Ceará
2434,1428,2020-11-03,03:39,248.54,DEVOLUÇÃO,4,Pará
2435,1429,2020-04-25,23:33,76.34,COMPRA,6,Ceará
2436,1430,2021-03-14,02:03,95.96,DEVOLUÇÃO,6,Maranhão
2437,1431,2020-03-13,14:46,210.92,DEVOLUÇÃO,4,Santa Catarina
2438,1432,2020-03-08,21:11,204.05,CANCELADO,2,Rio Grande do Sul
2439,1433,2020-07-11,05:34,196.16,DEVOLUÇÃO,2,São Paulo
2440,1434,2020-09-07,15:53,247.57,DEVOLUÇÃO,1,São Paulo
2441,1435,2020-03-05,09:11,34.71,COMPRA,5,Santa Catarina
2442,1436,2020-12-09,11:07,98.82,COMPRA,2,Paraná
2443,1437,2020-03-23,02:16,157.70,CANCELADO,1,Rio de Janeiro
2444,1438,2020-03-27,03:00,142.19,COMPRA,3,Paraíba
2445,1439,2021-01-14,13:42,172.19,CANCELADO,5,São Paulo
2446,1440,2020-05-16,22:46,152.81,COMPRA,3,Maranhão
2447,1441,2020-11-04,23:41,203.36,CANCELADO,5,São Paulo
2448,1442,2020-08-10,23:41,177.14,COMPRA,5,Minas Gerais
2449,1443,2021-03-17,19:40,121.99,CANCELADO,6,Ceará
2450,1444,2021-02-01,02:58,20.26,DEVOLUÇÃO,1,São Paulo
2451,1445,2020-03-10,03:06,238.16,DEVOLUÇÃO,6,Rio Grande do Sul
2452,1446,2020-12-14,13:30,154.68,CANCELADO,2,Paraíba
2453,1447,2020-03-11,22:52,73.29,COMPRA,6,Rio Grande do Sul
2454,1448,2021-02-04,22:45,83.29,DEVOLUÇÃO,4,Paraíba
2455,1449,2021-03-23,17:21,245.69,COMPRA,3,Paraná
2456,1450,2021-02-25,17:36,111.83,DEVOLUÇÃO,5,Pará
2457,1451,2020-04-07,12:36,167.45,CANCELADO,3,Ceará
2458,1452,2020-08-21,04:19,19.06,COMPRA,5,Paraná
2459,1453,2020-09-03,00:43,89.28,CANCELADO,6,Rio Grande do Sul
2460,1454,2020-12-09,12:06,53.36,DEVOLUÇÃO,5,Pará
2461,1455,2020-04-13,00:29,256.66,COMPRA,6,Rio Grande do Sul
2462,1456,2020-03-08,21:15,237.92,COMPRA,5,Santa Catarina
2463,1457,2020-05-05,23:16,240.63,CANCELADO,1,Maranhão
2464,1458,2020-11-03,20:27,87.23,DEVOLUÇÃO,5,Maranhão
2465,1459,2021-03-02,13:03,174.10,CANCELADO,6,Paraná
2466,1460,2020-06-05,14:30,90.67,DEVOLUÇÃO,7,Ceará
2467,1461,2020-12-29,05:22,195.33,DEVOLUÇÃO,2,Paraíba
2468,1462,2021-01-14,10:45,69.62,CANCELADO,6,Rio de Janeiro
2469,1463,2021-01-22,15:34,264.43,CANCELADO,3,Santa Catarina
2470,1464,2020-11-11,13:12,131.18,CANCELADO,7,Pernambuco
2471,1465,2020-04-16,23:53,76.06,CANCELADO,7,Bahia
2472,1466,2020-05-17,05:21,108.07,COMPRA,6,Pará
2473,1467,2021-02-09,21:09,181.36,DEVOLUÇÃO,4,Maranhão
2474,1468,2021-02-10,17:51,118.75,CANCELADO,6,Paraíba
2475,1469,2020-05-16,14:05,92.61,COMPRA,5,Rio de Janeiro
2476,1470,2021-03-06,16:52,155.13,DEVOLUÇÃO,4,Goiás
2477,1471,2021-01-29,18:32,100.38,CANCELADO,5,Minas Gerais
2478,1472,2021-03-07,02:13,99.05,COMPRA,5,Paraíba
2479,1473,2020-08-26,08:01,22.06,DEVOLUÇÃO,4,Pará
2480,1474,2021-03-30,01:34,57.08,CANCELADO,4,Rio de Janeiro
2481,1475,2020-12-02,08:30,182.29,COMPRA,7,São Paulo
2482,1476,2020-05-24,14:10,213.79,DEVOLUÇÃO,5,Rio Grande do Sul
2483,1477,2021-02-02,20:07,229.94,CANCELADO,7,Pernambuco
2484,1478,2020-11-01,19:13,130.70,CANCELADO,6,Minas Gerais
2485,1479,2020-11-12,04:22,76.69,CANCELADO,5,Bahia
2486,1480,2020-03-15,19:36,30.31,DEVOLUÇÃO,5,Pará
2487,1481,2020-11-24,00:08,258.91,DEVOLUÇÃO,5,Goiás
2488,1482,2020-05-22,06:52,74.71,CANCELADO,2,Minas Gerais
2489,1483,2020-12-16,11:10,66.60,DEVOLUÇÃO,4,Bahia
2490,1484,2020-07-29,14:44,193.60,DEVOLUÇÃO,6,Paraná
2491,1485,2020-12-20,01:51,107.31,COMPRA,4,Pará
2492,1486,2021-02-03,04:21,263.98,COMPRA,5,Pará
2493,1487,2020-06-23,14:03,43.75,CANCELADO,3,Goiás
2494,1488,2021-03-20,08:57,33.10,COMPRA,6,Rio de Janeiro
2495,1489,2021-01-26,02:02,242.15,DEVOLUÇÃO,1,São Paulo
2496,1490,2021-01-25,10:21,174.42,CANCELADO,1,Santa Catarina
2497,1491,2020-04-22,03:34,169.48,CANCELADO,4,Pará
2498,1492,2020-09-19,07:50,252.32,DEVOLUÇÃO,4,Maranhão
2499,1493,2020-09-22,07:45,55.61,CANCELADO,3,Paraíba
2500,1494,2021-01-24,03:11,91.54,COMPRA,4,Pernambuco
2501,1495,2020-03-24,17:59,142.13,COMPRA,4,Pernambuco
2502,1496,2020-08-06,19:55,135.82,DEVOLUÇÃO,6,Rio de Janeiro
2503,1497,2020-09-12,04:00,82.02,COMPRA,3,São Paulo
2504,1498,2020-12-14,22:19,47.16,COMPRA,7,Minas Gerais
2505,1499,2020-04-07,15:37,173.36,CANCELADO,6,Ceará
2506,,,,,,,
2507,1,2021-03-22,08:14,121.86,COMPRA,6,Pernambuco
2508,2,2020-09-13,00:42,238.13,CANCELADO,4,Minas Gerais
2509,3,2020-09-29,10:15,198.81,COMPRA,6,Rio Grande do Sul
2510,4,2021-01-07,03:40,84.06,DEVOLUÇÃO,3,Minas Gerais
2511,5,2020-06-24,22:35,79.51,COMPRA,1,Rio de Janeiro
2512,6,2020-08-13,10:33,139.98,DEVOLUÇÃO,7,São Paulo
2513,7,2020-09-13,15:41,124.08,DEVOLUÇÃO,5,Rio de Janeiro
2514,8,2020-11-26,03:33,268.68,CANCELADO,4,Ceará
2515,9,2020-04-01,08:37,79.27,DEVOLUÇÃO,6,Pará
2516,10,2020-06-03,07:17,216.32,DEVOLUÇÃO,3,Goiás
2517,11,2020-08-31,21:43,232.43,CANCELADO,3,Rio de Janeiro
2518,12,2020-05-30,11:13,98.48,COMPRA,1,São Paulo
2519,13,2020-06-06,06:14,116.99,COMPRA,4,Paraná
2520,14,2020-10-12,21:59,202.70,CANCELADO,5,Pernambuco
2521,15,2020-03-04,10:02,22.79,COMPRA,4,Pará
2522,16,2020-11-24,19:37,108.73,COMPRA,1,Pará
2523,17,2020-12-22,11:00,263.04,COMPRA,4,Pernambuco
2524,18,2020-09-17,11:36,256.72,CANCELADO,6,Santa Catarina
2525,19,2021-03-30,08:14,144.86,COMPRA,6,Pernambuco
2526,20,2020-05-31,03:49,47.23,COMPRA,4,Bahia
2527,21,2021-01-11,11:43,187.93,DEVOLUÇÃO,4,Paraíba
2528,22,2020-12-02,17:14,115.12,COMPRA,3,Paraíba
2529,23,2021-02-18,19:59,128.55,CANCELADO,2,Paraná
2530,24,2020-10-12,20:43,267.54,DEVOLUÇÃO,5,Maranhão
2531,25,2020-12-09,08:06,197.96,COMPRA,7,Maranhão
2532,26,2020-09-04,12:54,160.38,DEVOLUÇÃO,2,Pará
2533,27,2020-11-07,03:52,105.62,COMPRA,3,Rio de Janeiro
2534,28,2021-03-29,02:34,252.18,CANCELADO,5,Rio Grande do Sul
2535,29,2020-07-14,01:52,159.03,CANCELADO,7,Goiás
2536,30,2020-05-16,01:33,117.65,CANCELADO,6,Maranhão
2537,31,2020-08-18,20:35,116.19,CANCELADO,6,Bahia
2538,32,2020-06-12,22:37,75.85,COMPRA,7,Rio de Janeiro
2539,33,2020-09-27,21:51,89.30,DEVOLUÇÃO,5,Rio de Janeiro
2540,34,2020-12-09,06:38,159.25,COMPRA,2,Rio de Janeiro
2541,35,2020-10-01,09:22,70.24,CANCELADO,5,Paraíba
2542,36,2020-10-20,02:56,218.17,CANCELADO,6,Rio Grande do Sul
2543,37,2020-08-08,16:41,141.08,DEVOLUÇÃO,2,Paraná
2544,38,2020-07-15,20:22,139.35,DEVOLUÇÃO,5,Paraná
2545,39,2020-09-04,07:08,173.91,CANCELADO,4,São Paulo
2546,40,2021-02-28,17:52,205.61,CANCELADO,1,Paraná
2547,41,2020-09-18,14:29,172.02,COMPRA,6,Rio de Janeiro
2548,42,2020-04-29,07:20,18.58,COMPRA,4,Bahia
2549,43,2020-03-13,04:43,41.57,CANCELADO,6,Minas Gerais
2550,44,2020-11-11,04:09,145.22,DEVOLUÇÃO,3,Rio Grande do Sul
2551,45,2020-10-16,17:51,254.95,DEVOLUÇÃO,3,Santa Catarina
2552,46,2020-09-09,04:11,247.43,COMPRA,2,Pernambuco
2553,47,2021-02-03,01:42,77.52,CANCELADO,4,Pará
2554,48,2021-01-31,04:56,239.33,DEVOLUÇÃO,5,Pará
2555,49,2020-04-16,22:48,247.89,COMPRA,2,Minas Gerais
2556,50,2020-07-03,17:06,78.09,COMPRA,3,Goiás
2557,51,2020-07-25,05:42,94.73,DEVOLUÇÃO,4,Rio Grande do Sul
2558,52,2020-06-23,01:06,137.68,COMPRA,7,São Paulo
2559,53,2020-10-29,10:49,120.87,CANCELADO,7,Rio Grande do Sul
2560,54,2020-08-11,08:32,53.33,COMPRA,1,Pará
2561,55,2020-12-06,11:31,265.02,CANCELADO,4,Paraíba
2562,56,2020-07-10,10:52,35.23,COMPRA,3,Bahia
2563,57,2020-07-12,09:41,23.67,CANCELADO,3,Minas Gerais
2564,58,2020-07-26,00:05,117.11,COMPRA,2,Maranhão
2565,59,2020-12-22,20:38,135.15,CANCELADO,1,Paraíba
2566,60,2020-08-15,16:41,233.50,CANCELADO,4,Minas Gerais
2567,61,2020-04-21,01:07,140.25,COMPRA,5,Minas Gerais
2568,62,2020-12-15,20:14,235.62,DEVOLUÇÃO,6,Pará
2569,63,2020-03-30,03:05,129.38,DEVOLUÇÃO,4,Minas Gerais
2570,64,2020-12-03,00:20,98.31,CANCELADO,6,Minas Gerais
2571,65,2020-09-25,21:43,221.77,CANCELADO,2,Maranhão
2572,66,2020-05-18,17:33,77.02,CANCELADO,1,Rio Grande do Sul
2573,67,2020-09-29,01:04,154.75,CANCELADO,6,Ceará
2574,68,2020-12-03,06:22,66.66,CANCELADO,3,Goiás
2575,69,2021-01-14,19:19,44.77,CANCELADO,7,Paraíba
2576,70,2020-05-24,00:39,232.88,CANCELADO,2,Rio de Janeiro
2577,71,2020-03-09,21:04,268.15,COMPRA,3,Pernambuco
2578,72,2020-04-12,20:32,168.21,CANCELADO,5,Paraná
2579,73,2020-12-01,11:02,142.44,CANCELADO,3,Paraíba
2580,74,2020-04-23,00:15,48.57,COMPRA,2,Rio de Janeiro
2581,75,2020-10-09,08:31,45.39,COMPRA,5,Ceará
2582,76,2020-04-16,01:52,30.71,DEVOLUÇÃO,5,Pernambuco
2583,77,2020-11-05,05:41,35.15,COMPRA,1,Rio Grande do Sul
2584,78,2020-12-14,09:39,197.84,DEVOLUÇÃO,7,Goiás
2585,79,2020-04-26,20:39,224.19,CANCELADO,4,Maranhão
2586,80,2020-08-20,15:25,161.67,DEVOLUÇÃO,1,Paraíba
2587,81,2021-01-23,08:01,170.70,COMPRA,3,Pernambuco
